Iteration	Posterior	Likelihood	Prior	clock_host	phy_scale[1]	phy_scale[2]	switch_rate_0_to_2	switch_rate_2_to_0	switch_rates[1]	switch_rates[2]	switch_rates[3]	switch_rates[4]	switch_rates[5]	switch_rates[6]	switch_rates_pos[1]	switch_rates_pos[2]
6300	-6271.435	-6271.627	0.1922663	0.2110319	0	0	0.04597457	0.9540254	1e-06	0.0459746	1e-06	1e-06	0.954025	1e-06	0.0459746	0.954025
6350	-6316.38	-6316.552	0.1711935	0.2131392	0	0	0.04470354	0.9552965	1e-06	0.0447035	1e-06	1e-06	0.955296	1e-06	0.0447035	0.955296
6400	-6298.153	-6298.166	0.01271983	0.2289865	0	0	0.04204071	0.9579593	1e-06	0.0420407	1e-06	1e-06	0.957959	1e-06	0.0420407	0.957959
6450	-6513.88	-6513.904	0.02361348	0.2278972	0	0	0.04399694	0.9560031	1e-06	0.0439969	1e-06	1e-06	0.956003	1e-06	0.0439969	0.956003
6500	-6217.746	-6217.898	0.1523604	0.2150225	0	0	0.04280716	0.9571928	1e-06	0.0428072	1e-06	1e-06	0.957193	1e-06	0.0428072	0.957193
6550	-6082.153	-6082.209	0.05639955	0.2246186	0	0	0.04167028	0.9583297	1e-06	0.0416703	1e-06	1e-06	0.95833	1e-06	0.0416703	0.95833
6600	-6869.209	-6869.106	-0.1025885	0.2405174	0	0	0.04630323	0.9536968	1e-06	0.0463032	1e-06	1e-06	0.953697	1e-06	0.0463032	0.953697
6650	-6297.832	-6297.918	0.08648844	0.2216097	0	0	0.0420389	0.9579611	1e-06	0.0420389	1e-06	1e-06	0.957961	1e-06	0.0420389	0.957961
6700	-6252.819	-6252.79	-0.02887593	0.2331461	0	0	0.0403163	0.9596837	1e-06	0.0403163	1e-06	1e-06	0.959684	1e-06	0.0403163	0.959684
6750	-6140.484	-6140.574	0.08969749	0.2212888	0	0	0.04257607	0.9574239	1e-06	0.0425761	1e-06	1e-06	0.957424	1e-06	0.0425761	0.957424
6800	-6473.973	-6474.047	0.07352128	0.2229064	0	0	0.04359316	0.9564068	1e-06	0.0435932	1e-06	1e-06	0.956407	1e-06	0.0435932	0.956407
6850	-6371.272	-6371.397	0.1252637	0.2177321	0	0	0.04490367	0.9550963	1e-06	0.0449037	1e-06	1e-06	0.955096	1e-06	0.0449037	0.955096
6900	-6124.656	-6124.745	0.08895892	0.2213626	0	0	0.04350343	0.9564966	1e-06	0.0435034	1e-06	1e-06	0.956497	1e-06	0.0435034	0.956497
6950	-6295.421	-6295.58	0.1593137	0.2143271	0	0	0.04938579	0.9506142	1e-06	0.0493858	1e-06	1e-06	0.950614	1e-06	0.0493858	0.950614
7000	-6472.022	-6472.022	-0.0008913947	0.2303476	0	0	0.04545598	0.954544	1e-06	0.045456	1e-06	1e-06	0.954544	1e-06	0.045456	0.954544
7050	-6696.153	-6696.1	-0.05348236	0.2356067	0	0	0.0471567	0.9528433	1e-06	0.0471567	1e-06	1e-06	0.952843	1e-06	0.0471567	0.952843
7100	-6340.111	-6340.089	-0.0213872	0.2323972	0	0	0.04295492	0.9570451	1e-06	0.0429549	1e-06	1e-06	0.957045	1e-06	0.0429549	0.957045
7150	-6310.174	-6310.261	0.08685091	0.2215734	0	0	0.04499902	0.955001	1e-06	0.044999	1e-06	1e-06	0.955001	1e-06	0.044999	0.955001
7200	-6042.248	-6042.476	0.2281296	0.2074455	0	0	0.04753769	0.9524623	1e-06	0.0475377	1e-06	1e-06	0.952462	1e-06	0.0475377	0.952462
7250	-6412.711	-6412.673	-0.03812522	0.234071	0	0	0.04399364	0.9560064	1e-06	0.0439936	1e-06	1e-06	0.956006	1e-06	0.0439936	0.956006
7300	-6311.756	-6311.906	0.1497014	0.2152884	0	0	0.04797999	0.95202	1e-06	0.04798	1e-06	1e-06	0.95202	1e-06	0.04798	0.95202
7350	-6284.651	-6284.79	0.1388808	0.2163704	0	0	0.04617329	0.9538267	1e-06	0.0461733	1e-06	1e-06	0.953827	1e-06	0.0461733	0.953827
7400	-6478.561	-6478.56	-0.001099927	0.2303685	0	0	0.04455906	0.9554409	1e-06	0.0445591	1e-06	1e-06	0.955441	1e-06	0.0445591	0.955441
7450	-6587.731	-6587.771	0.0407958	0.2261789	0	0	0.04869587	0.9513041	1e-06	0.0486959	1e-06	1e-06	0.951304	1e-06	0.0486959	0.951304
7500	-6182.305	-6182.207	-0.09785763	0.2400443	0	0	0.04012329	0.9598767	1e-06	0.0401233	1e-06	1e-06	0.959877	1e-06	0.0401233	0.959877
7550	-6381.008	-6381.127	0.1192133	0.2183372	0	0	0.04850393	0.9514961	1e-06	0.0485039	1e-06	1e-06	0.951496	1e-06	0.0485039	0.951496
7600	-6156.033	-6156.193	0.1606136	0.2141972	0	0	0.04685698	0.953143	1e-06	0.046857	1e-06	1e-06	0.953143	1e-06	0.046857	0.953143
7650	-6171.042	-6171.3	0.2575607	0.2045024	0	0	0.04820349	0.9517965	1e-06	0.0482035	1e-06	1e-06	0.951797	1e-06	0.0482035	0.951797
7700	-6330.588	-6330.519	-0.06838688	0.2370972	0	0	0.04107284	0.9589272	1e-06	0.0410728	1e-06	1e-06	0.958927	1e-06	0.0410728	0.958927
